23.196495,10.468483
42.612885,80.55736
22.605537,4.3742895
37.15745,68.45343
93.99513,14.766205
57.24523,76.81403
60.648155,79.378716
0.11714697,56.677185
75.27176,27.207422
66.49873,66.38109
16.62321,93.218704
33.801495,25.918556
61.877228,80.862686
58.240055,92.89973
41.7163,55.281532
98.88536,88.85742
32.379105,76.92367
81.90347,63.68443
17.260397,61.18685
9.310139,96.77281
71.14489,21.868217
94.65269,11.592793
31.591309,14.592695
29.86362,15.0497675
28.185486,72.98069
17.403591,23.810493
66.128204,99.88698
70.6315,0.9128928
88.19998,31.443727
32.94438,12.36515
33.92054,19.439579
46.66165,51.05723
33.5197,73.843895
64.60116,94.67031
9.2152,42.17887
90.46044,19.053745
3.1248689,94.625496
0.47832727,18.644583
64.72134,54.85698
37.80955,18.121601
89.01155,24.757528
82.227745,38.06168
92.40723,10.977852
1.9198179,55.535294
7.992494,97.18935
12.000465,43.223785
27.677,31.25198
80.2057,77.61137
62.400223,72.21747
65.65101,77.163
6.104815,15.238726
48.728252,18.273771
50.834633,94.792915
49.43038,85.80271
10.524309,50.593365
9.275842,10.017514
87.134514,41.494072
58.3969,86.4646
91.55341,92.9266
45.850227,91.208626
38.880695,18.343723
55.88187,40.047276
77.916046,40.643085
17.871868,22.928154
40.281094,68.92779
83.96246,10.686504
28.938675,84.59878
14.673638,70.45194
82.967545,66.40471
31.714964,63.91519
20.881784,47.740364
35.209145,0.82165
30.246342,11.911333
46.834682,88.132095
18.27562,34.04057
4.884124,73.13503
96.37216,23.932981
79.582825,50.350796
42.09355,15.68178
58.355164,24.926949
1.2940168,13.770294
50.362907,14.8684025
62.99838,7.336521
64.650604,74.4622
72.44697,54.33147
62.37912,10.398793
98.337364,63.10649
50.050484,12.9800205
58.69782,42.45887
48.586678,38.294567
25.205194,62.730553
31.555939,67.74989
34.68096,64.337555
49.457214,88.87666
89.25847,19.03875
5.0803304,85.27875
18.375217,34.99583
57.352493,18.257284
27.317928,36.728848
14.422953,22.72662
