833.4577,553.84814
809.6671,223.98401
526.2836,319.75125
164.12354,2.9565096
173.91849,542.7654
28.591751,429.59763
974.17175,480.87048
453.00067,335.57462
126.51539,87.0558
446.051,679.3903
206.43938,369.39264
673.3252,967.06464
930.7679,451.05923
177.79124,533.182
996.31323,42.56916
535.4247,806.39233
500.82935,286.81577
328.4273,133.01552
382.20822,58.278202
715.2984,36.216736
863.5763,892.5651
711.2523,464.41174
607.87573,160.89536
872.8051,289.3492
180.27913,503.52954
535.5432,0.42450428
164.97588,745.76996
647.8256,382.58398
736.978,627.4195
664.3164,213.91571
