441.12753,94.52617
67.55138,398.306
156.84103,858.6892
792.21906,874.79
909.68024,272.0803
920.26685,600.13916
240.79729,38.775562
636.21893,829.2674
964.12885,226.54808
83.8418,396.57654
711.64355,583.9406
393.62717,665.1285
973.40045,839.3668
211.8727,487.6113
466.3887,832.6572
385.4494,570.6608
948.43445,460.07538
165.56203,666.5143
536.3811,739.6096
824.37244,825.04346
674.27686,669.8198
338.98676,548.8779
878.81946,570.32965
874.1995,84.489586
101.826546,997.93207
194.57448,257.47324
550.9286,815.98315
62.29925,606.5515
415.3887,480.75723
381.02054,18.10205
673.83527,107.617256
691.1086,410.88248
302.31644,152.05252
39.82186,171.77106
593.9616,661.14557
414.01743,865.2515
900.5801,966.84406
999.4588,789.5006
560.9785,154.47939
939.85364,647.9794
947.8287,532.7221
770.2545,469.24652
320.8866,830.3888
360.6795,569.3698
623.65985,777.1454
354.5618,314.29065
571.00165,107.89788
884.3255,959.3267
920.2247,886.0023
295.20667,136.43349
