888.12396,412.3789
66.36095,910.5452
633.2589,358.26935
13.768435,604.78723
590.6091,654.6577
727.654,371.5086
355.68738,253.94034
209.4952,380.4071
161.07678,960.27747
151.67058,922.68933
442.5628,245.59116
155.90762,290.97986
205.9313,120.6454
174.14713,295.94183
835.19556,879.68066
81.454155,88.894966
935.1101,586.66266
150.72466,552.5217
959.1725,902.2598
992.7765,267.61328
678.85425,432.8494
810.3859,635.84436
334.98477,536.15295
675.2322,230.32701
685.1895,912.6139
959.05164,618.8722
742.39514,931.1495
151.57378,386.56723
447.39688,23.502588
931.9078,875.34393
674.04785,84.37776
495.28455,399.297
663.50415,563.4272
337.11136,722.3233
518.8172,658.1687
601.8076,296.75137
404.90854,218.45865
11.763334,129.13632
202.67462,383.90445
932.92377,273.83362
413.29993,523.06915
49.20721,485.8302
128.58868,334.3997
806.5853,387.22098
53.17068,584.8315
816.22955,526.8389
526.1556,564.2091
681.9891,997.0602
916.75806,865.2606
849.9302,302.78195
882.97595,783.4469
569.3232,557.12177
916.52167,399.1693
673.7641,639.5011
629.3939,307.46722
226.89522,837.497
323.81177,302.77097
198.2572,493.8766
821.8144,873.0506
883.22046,767.4503
881.71686,787.714
231.0896,332.21756
137.14337,477.3389
444.96405,685.8563
35.38346,967.97705
169.46124,628.5558
3.5245419,341.71234
28.660536,418.2806
872.2165,209.3494
78.86863,410.78162
475.91675,556.74817
795.63806,254.05609
564.1042,96.65084
281.0353,144.04022
679.2231,625.23566
798.64966,32.808186
924.1387,387.40063
331.2478,684.01337
986.19403,430.92953
133.11755,400.2571
673.6107,445.95062
352.3879,938.5289
760.7262,308.23074
492.5723,469.21576
21.401644,84.84506
915.9811,650.87476
922.92834,603.7662
119.60816,361.96457
942.2816,921.18976
923.1381,824.90125
522.43304,846.2402
548.41254,632.6326
670.1106,98.20044
564.191,55.650116
932.3628,178.23589
759.7809,260.0913
86.81905,975.8292
984.86755,248.35002
171.22531,695.17126
485.57138,920.66156
545.2175,893.6796
534.924,514.0325
799.0496,362.31207
565.09186,717.693
348.39786,92.19062
619.7208,41.120052
86.53283,483.4118
515.74207,711.6358
839.1018,284.68585
87.632416,269.3
893.5328,352.69928
812.5273,280.6971
464.4053,656.3234
508.69952,644.5179
409.1369,559.7677
84.22267,268.35715
544.3423,435.971
134.3311,672.7948
511.6279,713.508
321.86127,465.22296
368.6242,741.7132
499.90857,872.83466
642.01965,759.0631
461.15244,135.46371
109.837654,364.10797
296.1302,253.84497
511.34442,160.26866
422.00577,999.0178
318.06613,717.6175
806.843,558.0616
257.75122,255.88048
48.702477,199.4766
61.54895,591.1989
395.1651,796.0365
798.18665,412.46426
636.0537,201.26617
385.64075,468.9511
652.7778,831.44794
990.06354,333.75418
653.8237,85.01458
108.28805,820.3473
735.42847,968.4104
521.88934,110.28123
430.89343,517.1496
791.94354,846.3635
325.3275,430.642
177.09576,378.94846
612.5258,959.8504
198.31955,872.4065
914.5348,785.45557
559.98444,877.514
759.47,771.01483
624.0512,399.26434
637.6868,988.6766
662.4105,248.57355
218.50276,129.03679
570.9517,360.48877
225.50166,386.832
384.6054,697.9355
836.78674,628.7255
116.25266,309.9302
981.8822,71.33401
136.67523,747.52893
844.5517,446.6288
463.64105,488.73676
596.87756,301.7535
77.64113,639.40356
864.82916,957.1389
98.40465,842.16943
858.9845,250.91743
689.8744,387.65253
523.73505,800.5426
319.5386,977.70593
558.2037,750.98254
172.62363,831.6797
591.0518,806.3213
844.0318,874.5211
669.9988,483.91772
110.786316,564.09906
492.57242,401.42416
754.12115,870.9887
526.536,590.6705
185.2281,305.95337
461.72177,75.48809
395.77402,169.45601
298.26248,325.81293
659.4647,507.62415
532.2045,648.84985
268.2729,802.343
792.1741,818.8877
836.8355,871.5006
346.44162,711.33673
177.73975,901.9383
190.07457,471.3986
400.52914,136.80362
319.10538,487.9024
727.71893,699.76166
294.64114,61.214684
996.66797,587.1732
99.591736,450.9413
